rpin,property,Sector,visited_date,LBAM,Month
R2329,Rockit Longlands,Bridge Pa,2/03/2023,8,February
R2329,Rockit Longlands,Bridge Pa,2/03/2023,2,February
R2329,Rockit Longlands,Bridge Pa,2/03/2023,1,February
R2329,Rockit Longlands,Bridge Pa,2/03/2023,0,February
R1232,Rockit Raukawa,Havelock,2/08/2023,3,February
R1232,Rockit Raukawa,Havelock,2/08/2023,3,February
R1233,Rockit Te Aute North (TRN),Havelock,2/08/2023,0,February
R1233,Rockit Te Aute North (TRN),Havelock,2/08/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/08/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/08/2023,1,February
R2534,Rockit Stock Road South (SRS),Havelock,2/08/2023,1,February
R2668,Rockit Te Aute South (TRS),Havelock,2/08/2023,0,February
R2724,Rockit Omahu,Omahu,2/08/2023,1,February
R2724,Rockit Omahu,Omahu,2/08/2023,0,February
R2724,Rockit Omahu,Omahu,2/08/2023,0,February
R2724,Rockit Omahu,Omahu,2/08/2023,6,February
R2724,Rockit Omahu,Omahu,2/08/2023,1,February
R2724,Rockit Omahu,Omahu,2/08/2023,0,February
R1230,Rockit Home Block,Havelock,2/08/2023,0,February
R1230,Rockit Home Block,Havelock,2/08/2023,0,February
R2899,Rockit Lobb,Havelock,2/08/2023,1,February
R2899,Rockit Lobb,Havelock,2/08/2023,0,February
R2880,Rockit Manahi,Havelock,2/08/2023,0,February
R2880,Rockit Manahi,Havelock,2/08/2023,0,February
R2880,Rockit Manahi,Havelock,2/08/2023,0,February
R2880,Rockit Manahi,Havelock,2/08/2023,0,February
R2880,Rockit Manahi,Havelock,2/08/2023,0,February
R2880,Rockit Manahi,Havelock,2/08/2023,1,February
R2219,Rockit Longacre (RLA),Bridge Pa,2/08/2023,0,February
R1230,Rockit Home Block,Havelock,2/08/2023,1,February
R1230,Rockit Home Block,Havelock,2/08/2023,0,February
R1230,Rockit Home Block,Havelock,2/08/2023,0,February
R1230,Rockit Home Block,Havelock,2/08/2023,0,February
R2924,Rockit Crown,Omahu,2/08/2023,0,February
R2924,Rockit Crown,Omahu,2/08/2023,0,February
R2924,Rockit Crown,Omahu,2/08/2023,0,February
R2219,Rockit Longacre (RLA),Bridge Pa,2/08/2023,0,February
R2926,Rockit Mana,Bridge Pa,2/08/2023,0,February
R2926,Rockit Mana,Bridge Pa,2/08/2023,0,February
R2927,Rockit Mana 2,Bridge Pa,2/08/2023,0,February
R2927,Rockit Mana 2,Bridge Pa,2/08/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/08/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/08/2023,0,February
R2924,Rockit Crown,Omahu,2/08/2023,6,February
R2219,Rockit Longacre (RLA),Bridge Pa,2/08/2023,0,February
R1580,Rockit Pioneer,Valley,2/08/2023,2,February
R1580,Rockit Pioneer,Valley,2/08/2023,0,February
R1580,Rockit Pioneer,Valley,2/08/2023,0,February
R1580,Rockit Pioneer,Valley,2/08/2023,0,February
R1580,Rockit Pioneer,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,2,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,1,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,1,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,1,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2919,Rockit Valley Road,Valley,2/08/2023,3,February
R2919,Rockit Valley Road,Valley,2/08/2023,0,February
R2946,Rockit Lowry Heretaunga,Omahu,2/08/2023,0,February
R2946,Rockit Lowry Heretaunga,Omahu,2/08/2023,0,February
R2946,Rockit Lowry Heretaunga,Omahu,2/08/2023,4,February
R2918,Rockit Lowry,Omahu,2/08/2023,0,February
R2918,Rockit Lowry,Omahu,2/08/2023,0,February
R2918,Rockit Lowry,Omahu,2/08/2023,4,February
R2918,Rockit Lowry,Omahu,2/08/2023,0,February
R2918,Rockit Lowry,Omahu,2/08/2023,4,February
R1936,Rockit Wharerangi,Puketapu,2/09/2023,0,February
R2636,Rockit Moteo Pa,Puketapu,2/09/2023,0,February
R2636,Rockit Moteo Pa,Puketapu,2/09/2023,0,February
R1936,Rockit Wharerangi,Puketapu,2/09/2023,0,February
R1936,Rockit Wharerangi,Puketapu,2/09/2023,0,February
R2150,Rockit Dartmoor Road,Puketapu,2/09/2023,0,February
R2150,Rockit Dartmoor Road,Puketapu,2/09/2023,0,February
R2879,Rockit Manzana,Puketapu,2/09/2023,0,February
R2879,Rockit Manzana,Puketapu,2/09/2023,0,February
R2879,Rockit Manzana,Puketapu,2/09/2023,0,February
R2879,Rockit Manzana,Puketapu,2/09/2023,0,February
R2886,Rockit Sim 2,Puketapu,2/09/2023,0,February
R2886,Rockit Sim 2,Puketapu,2/09/2023,0,February
R2901,Rockit Wharerangi 2,Puketapu,2/09/2023,0,February
R2901,Rockit Wharerangi 2,Puketapu,2/09/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/09/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/09/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/09/2023,0,February
R2900,Rockit Sim 1,Puketapu,2/09/2023,0,February
R1149,Rockit Steel,Puketapu,2/09/2023,0,February
R1149,Rockit Steel,Puketapu,2/09/2023,0,February
R1149,Rockit Steel,Puketapu,2/09/2023,0,February
R1149,Rockit Steel,Puketapu,2/09/2023,1,February
R2925,Rockit Manzana 2,Puketapu,2/09/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/09/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/09/2023,1,February
R2945,Rockit Ormond,Napier,2/09/2023,0,February
R2945,Rockit Ormond,Napier,2/09/2023,0,February
R2945,Rockit Ormond,Napier,2/09/2023,0,February
R2945,Rockit Ormond,Napier,2/09/2023,0,February
R2712,Rockit Napier Road South (NRS),Napier,2/10/2023,0,February
R2775,Rockit Napier Road North (NRN),Napier,2/10/2023,0,February
R2775,Rockit Napier Road North (NRN),Napier,2/10/2023,0,February
R1639,Rockit Napier Road Central (NRC),Napier,2/10/2023,0,February
R1639,Rockit Napier Road Central (NRC),Napier,2/10/2023,0,February
R2776,Rockit Haumoana,Napier,2/10/2023,3,February
R2776,Rockit Haumoana,Napier,2/10/2023,0,February
R2776,Rockit Haumoana,Napier,2/10/2023,12,February
R2776,Rockit Haumoana,Napier,2/10/2023,2,February
R2447,Rockit Watson Road,Napier,2/10/2023,0,February
R2447,Rockit Watson Road,Napier,2/10/2023,2,February
R2917,Rockit Lawn Road,Napier,2/10/2023,0,February
R2917,Rockit Lawn Road,Napier,2/10/2023,0,February
R2917,Rockit Lawn Road,Napier,2/10/2023,0,February
R2917,Rockit Lawn Road,Napier,2/10/2023,0,February
R2917,Rockit Lawn Road,Napier,2/10/2023,1,February
R2917,Rockit Lawn Road,Napier,2/10/2023,0,February
R2329,Rockit Longlands,Bridge Pa,2/10/2023,0,February
R2329,Rockit Longlands,Bridge Pa,2/10/2023,3,February
R2329,Rockit Longlands,Bridge Pa,2/10/2023,0,February
R2329,Rockit Longlands,Bridge Pa,2/10/2023,1,February
R1232,Rockit Raukawa,Havelock,2/22/2023,0,February
R1232,Rockit Raukawa,Havelock,2/22/2023,3,February
R1233,Rockit Te Aute North (TRN),Havelock,2/22/2023,0,February
R1233,Rockit Te Aute North (TRN),Havelock,2/22/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/22/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/22/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/22/2023,0,February
R2668,Rockit Te Aute South (TRS),Havelock,2/22/2023,0,February
R1230,Rockit Home Block,Havelock,2/22/2023,0,February
R1230,Rockit Home Block,Havelock,2/22/2023,0,February
R2899,Rockit Lobb,Havelock,2/22/2023,8,February
R2899,Rockit Lobb,Havelock,2/22/2023,0,February
R2880,Rockit Manahi,Havelock,2/22/2023,0,February
R2880,Rockit Manahi,Havelock,2/22/2023,0,February
R2880,Rockit Manahi,Havelock,2/22/2023,0,February
R2880,Rockit Manahi,Havelock,2/22/2023,0,February
R2880,Rockit Manahi,Havelock,2/22/2023,0,February
R2880,Rockit Manahi,Havelock,2/22/2023,0,February
R1230,Rockit Home Block,Havelock,2/22/2023,0,February
R1230,Rockit Home Block,Havelock,2/22/2023,0,February
R1230,Rockit Home Block,Havelock,2/22/2023,0,February
R1230,Rockit Home Block,Havelock,2/22/2023,0,February
R2924,Rockit Crown,Omahu,2/22/2023,0,February
R2924,Rockit Crown,Omahu,2/22/2023,0,February
R2924,Rockit Crown,Omahu,2/22/2023,2,February
R2926,Rockit Mana,Bridge Pa,2/22/2023,0,February
R2926,Rockit Mana,Bridge Pa,2/22/2023,2,February
R2927,Rockit Mana 2,Bridge Pa,2/22/2023,1,February
R2927,Rockit Mana 2,Bridge Pa,2/22/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/22/2023,0,February
R2534,Rockit Stock Road South (SRS),Havelock,2/22/2023,0,February
R2924,Rockit Crown,Omahu,2/22/2023,0,February
R1580,Rockit Pioneer,Valley,2/22/2023,1,February
R1580,Rockit Pioneer,Valley,2/22/2023,1,February
R1580,Rockit Pioneer,Valley,2/22/2023,0,February
R1580,Rockit Pioneer,Valley,2/22/2023,0,February
R1580,Rockit Pioneer,Valley,2/22/2023,5,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,3,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,4,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,3,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,0,February
R2919,Rockit Valley Road,Valley,2/22/2023,2,February
R2919,Rockit Valley Road,Valley,2/22/2023,2,February
R2946,Rockit Lowry Heretaunga,Omahu,2/22/2023,0,February
R2946,Rockit Lowry Heretaunga,Omahu,2/22/2023,2,February
R2946,Rockit Lowry Heretaunga,Omahu,2/22/2023,0,February
R2918,Rockit Lowry,Omahu,2/22/2023,0,February
R2918,Rockit Lowry,Omahu,2/22/2023,2,February
R2918,Rockit Lowry,Omahu,2/22/2023,0,February
R2918,Rockit Lowry,Omahu,2/22/2023,0,February
R2918,Rockit Lowry,Omahu,2/22/2023,3,February
R1936,Rockit Wharerangi,Puketapu,2/23/2023,0,February
R1936,Rockit Wharerangi,Puketapu,2/23/2023,0,February
R1936,Rockit Wharerangi,Puketapu,2/23/2023,0,February
R2879,Rockit Manzana,Puketapu,2/23/2023,0,February
R2879,Rockit Manzana,Puketapu,2/23/2023,0,February
R2879,Rockit Manzana,Puketapu,2/23/2023,0,February
R2879,Rockit Manzana,Puketapu,2/23/2023,0,February
R2886,Rockit Sim 2,Puketapu,2/23/2023,0,February
R2886,Rockit Sim 2,Puketapu,2/23/2023,0,February
R2901,Rockit Wharerangi 2,Puketapu,2/23/2023,0,February
R2901,Rockit Wharerangi 2,Puketapu,2/23/2023,0,February
R1149,Rockit Steel,Puketapu,2/23/2023,0,February
R1149,Rockit Steel,Puketapu,2/23/2023,0,February
R1149,Rockit Steel,Puketapu,2/23/2023,0,February
R1149,Rockit Steel,Puketapu,2/23/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/23/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/23/2023,0,February
R2925,Rockit Manzana 2,Puketapu,2/23/2023,0,February
R2945,Rockit Ormond,Napier,2/23/2023,0,February
R2945,Rockit Ormond,Napier,2/23/2023,0,February
R2945,Rockit Ormond,Napier,2/23/2023,0,February
R2945,Rockit Ormond,Napier,2/23/2023,0,February
R2712,Rockit Napier Road South (NRS),Napier,2/24/2023,0,February
R2775,Rockit Napier Road North (NRN),Napier,2/24/2023,0,February
R2775,Rockit Napier Road North (NRN),Napier,2/24/2023,1,February
R1639,Rockit Napier Road Central (NRC),Napier,2/24/2023,0,February
R1639,Rockit Napier Road Central (NRC),Napier,2/24/2023,0,February
R2776,Rockit Haumoana,Napier,2/24/2023,9,February
R2776,Rockit Haumoana,Napier,2/24/2023,0,February
R2776,Rockit Haumoana,Napier,2/24/2023,6,February
R2776,Rockit Haumoana,Napier,2/24/2023,0,February
R2447,Rockit Watson Road,Napier,2/24/2023,0,February
R2447,Rockit Watson Road,Napier,2/24/2023,0,February
R2917,Rockit Lawn Road,Napier,2/24/2023,0,February
R2917,Rockit Lawn Road,Napier,2/24/2023,0,February
R2917,Rockit Lawn Road,Napier,2/24/2023,0,February
R2917,Rockit Lawn Road,Napier,2/24/2023,0,February
R2917,Rockit Lawn Road,Napier,2/24/2023,0,February
R2917,Rockit Lawn Road,Napier,2/24/2023,0,February
R2329,Rockit Longlands,Bridge Pa,2/24/2023,3,February
R2329,Rockit Longlands,Bridge Pa,2/24/2023,0,February
R2329,Rockit Longlands,Bridge Pa,2/24/2023,2,February
R2329,Rockit Longlands,Bridge Pa,2/24/2023,9,February
R1232,Rockit Raukawa,Havelock,3/01/2023,3,March
R1232,Rockit Raukawa,Havelock,3/01/2023,6,March
R1233,Rockit Te Aute North (TRN),Havelock,3/01/2023,1,March
R1233,Rockit Te Aute North (TRN),Havelock,3/01/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/01/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/01/2023,5,March
R2534,Rockit Stock Road South (SRS),Havelock,3/01/2023,0,March
R2668,Rockit Te Aute South (TRS),Havelock,3/01/2023,0,March
R2724,Rockit Omahu,Omahu,3/01/2023,0,March
R2724,Rockit Omahu,Omahu,3/01/2023,0,March
R1230,Rockit Home Block,Havelock,3/01/2023,1,March
R1230,Rockit Home Block,Havelock,3/01/2023,0,March
R2899,Rockit Lobb,Havelock,3/01/2023,1,March
R2899,Rockit Lobb,Havelock,3/01/2023,0,March
R2880,Rockit Manahi,Havelock,3/01/2023,7,March
R2880,Rockit Manahi,Havelock,3/01/2023,0,March
R2880,Rockit Manahi,Havelock,3/01/2023,1,March
R2880,Rockit Manahi,Havelock,3/01/2023,0,March
R2880,Rockit Manahi,Havelock,3/01/2023,0,March
R2880,Rockit Manahi,Havelock,3/01/2023,4,March
R2219,Rockit Longacre (RLA),Bridge Pa,3/01/2023,0,March
R1230,Rockit Home Block,Havelock,3/01/2023,6,March
R1230,Rockit Home Block,Havelock,3/01/2023,8,March
R1230,Rockit Home Block,Havelock,3/01/2023,0,March
R1230,Rockit Home Block,Havelock,3/01/2023,0,March
R2924,Rockit Crown,Omahu,3/01/2023,0,March
R2924,Rockit Crown,Omahu,3/01/2023,0,March
R2924,Rockit Crown,Omahu,3/01/2023,0,March
R2926,Rockit Mana,Bridge Pa,3/01/2023,0,March
R2926,Rockit Mana,Bridge Pa,3/01/2023,1,March
R2927,Rockit Mana 2,Bridge Pa,3/01/2023,3,March
R2927,Rockit Mana 2,Bridge Pa,3/01/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/01/2023,1,March
R2534,Rockit Stock Road South (SRS),Havelock,3/01/2023,0,March
R2924,Rockit Crown,Omahu,3/01/2023,0,March
R2219,Rockit Longacre (RLA),Bridge Pa,3/01/2023,0,March
R1580,Rockit Pioneer,Valley,3/01/2023,2,March
R1580,Rockit Pioneer,Valley,3/01/2023,8,March
R1580,Rockit Pioneer,Valley,3/01/2023,3,March
R1580,Rockit Pioneer,Valley,3/01/2023,0,March
R1580,Rockit Pioneer,Valley,3/01/2023,1,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,2,March
R2919,Rockit Valley Road,Valley,3/01/2023,9,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,1,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,4,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,0,March
R2919,Rockit Valley Road,Valley,3/01/2023,2,March
R2919,Rockit Valley Road,Valley,3/01/2023,6,March
R2946,Rockit Lowry Heretaunga,Omahu,3/01/2023,0,March
R2946,Rockit Lowry Heretaunga,Omahu,3/01/2023,0,March
R2946,Rockit Lowry Heretaunga,Omahu,3/01/2023,5,March
R2918,Rockit Lowry,Omahu,3/01/2023,0,March
R2918,Rockit Lowry,Omahu,3/01/2023,1,March
R2918,Rockit Lowry,Omahu,3/01/2023,0,March
R2918,Rockit Lowry,Omahu,3/01/2023,2,March
R2918,Rockit Lowry,Omahu,3/01/2023,6,March
R1936,Rockit Wharerangi,Puketapu,3/02/2023,0,March
R2636,Rockit Moteo Pa,Puketapu,3/02/2023,0,March
R2636,Rockit Moteo Pa,Puketapu,3/02/2023,0,March
R1936,Rockit Wharerangi,Puketapu,3/02/2023,0,March
R1936,Rockit Wharerangi,Puketapu,3/02/2023,0,March
R2879,Rockit Manzana,Puketapu,3/02/2023,0,March
R2879,Rockit Manzana,Puketapu,3/02/2023,0,March
R2879,Rockit Manzana,Puketapu,3/02/2023,0,March
R2879,Rockit Manzana,Puketapu,3/02/2023,0,March
R2886,Rockit Sim 2,Puketapu,3/02/2023,0,March
R2886,Rockit Sim 2,Puketapu,3/02/2023,0,March
R2901,Rockit Wharerangi 2,Puketapu,3/02/2023,0,March
R2901,Rockit Wharerangi 2,Puketapu,3/02/2023,0,March
R1149,Rockit Steel,Puketapu,3/02/2023,0,March
R1149,Rockit Steel,Puketapu,3/02/2023,0,March
R1149,Rockit Steel,Puketapu,3/02/2023,0,March
R1149,Rockit Steel,Puketapu,3/02/2023,0,March
R2925,Rockit Manzana 2,Puketapu,3/02/2023,0,March
R2925,Rockit Manzana 2,Puketapu,3/02/2023,0,March
R2925,Rockit Manzana 2,Puketapu,3/02/2023,0,March
R2945,Rockit Ormond,Napier,3/02/2023,0,March
R2945,Rockit Ormond,Napier,3/02/2023,0,March
R2945,Rockit Ormond,Napier,3/02/2023,3,March
R2945,Rockit Ormond,Napier,3/02/2023,0,March
R2712,Rockit Napier Road South (NRS),Napier,3/03/2023,0,March
R2775,Rockit Napier Road North (NRN),Napier,3/03/2023,0,March
R2775,Rockit Napier Road North (NRN),Napier,3/03/2023,0,March
R1639,Rockit Napier Road Central (NRC),Napier,3/03/2023,0,March
R1639,Rockit Napier Road Central (NRC),Napier,3/03/2023,0,March
R2776,Rockit Haumoana,Napier,3/03/2023,2,March
R2776,Rockit Haumoana,Napier,3/03/2023,2,March
R2776,Rockit Haumoana,Napier,3/03/2023,10,March
R2776,Rockit Haumoana,Napier,3/03/2023,2,March
R2447,Rockit Watson Road,Napier,3/03/2023,0,March
R2447,Rockit Watson Road,Napier,3/03/2023,0,March
R2917,Rockit Lawn Road,Napier,3/03/2023,0,March
R2917,Rockit Lawn Road,Napier,3/03/2023,0,March
R2917,Rockit Lawn Road,Napier,3/03/2023,0,March
R2917,Rockit Lawn Road,Napier,3/03/2023,0,March
R2917,Rockit Lawn Road,Napier,3/03/2023,0,March
R2917,Rockit Lawn Road,Napier,3/03/2023,0,March
R2329,Rockit Longlands,Bridge Pa,3/03/2023,0,March
R2329,Rockit Longlands,Bridge Pa,3/03/2023,1,March
R2329,Rockit Longlands,Bridge Pa,3/03/2023,1,March
R2329,Rockit Longlands,Bridge Pa,3/03/2023,7,March
R1232,Rockit Raukawa,Havelock,3/08/2023,2,March
R1232,Rockit Raukawa,Havelock,3/08/2023,9,March
R1233,Rockit Te Aute North (TRN),Havelock,3/08/2023,0,March
R1233,Rockit Te Aute North (TRN),Havelock,3/08/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/08/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/08/2023,2,March
R2534,Rockit Stock Road South (SRS),Havelock,3/08/2023,0,March
R2668,Rockit Te Aute South (TRS),Havelock,3/08/2023,0,March
R2724,Rockit Omahu,Omahu,3/08/2023,0,March
R2724,Rockit Omahu,Omahu,3/08/2023,0,March
R1230,Rockit Home Block,Havelock,3/08/2023,0,March
R1230,Rockit Home Block,Havelock,3/08/2023,0,March
R2899,Rockit Lobb,Havelock,3/08/2023,0,March
R2899,Rockit Lobb,Havelock,3/08/2023,0,March
R2880,Rockit Manahi,Havelock,3/08/2023,3,March
R2880,Rockit Manahi,Havelock,3/08/2023,0,March
R2880,Rockit Manahi,Havelock,3/08/2023,0,March
R2880,Rockit Manahi,Havelock,3/08/2023,0,March
R2880,Rockit Manahi,Havelock,3/08/2023,0,March
R2880,Rockit Manahi,Havelock,3/08/2023,0,March
R2219,Rockit Longacre (RLA),Bridge Pa,3/08/2023,0,March
R1230,Rockit Home Block,Havelock,3/08/2023,2,March
R1230,Rockit Home Block,Havelock,3/08/2023,1,March
R1230,Rockit Home Block,Havelock,3/08/2023,0,March
R1230,Rockit Home Block,Havelock,3/08/2023,0,March
R2924,Rockit Crown,Omahu,3/08/2023,0,March
R2924,Rockit Crown,Omahu,3/08/2023,0,March
R2924,Rockit Crown,Omahu,3/08/2023,1,March
R2926,Rockit Mana,Bridge Pa,3/08/2023,0,March
R2926,Rockit Mana,Bridge Pa,3/08/2023,1,March
R2927,Rockit Mana 2,Bridge Pa,3/08/2023,1,March
R2927,Rockit Mana 2,Bridge Pa,3/08/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/08/2023,0,March
R2534,Rockit Stock Road South (SRS),Havelock,3/08/2023,0,March
R2924,Rockit Crown,Omahu,3/08/2023,31,March
R1580,Rockit Pioneer,Valley,3/08/2023,2,March
R1580,Rockit Pioneer,Valley,3/08/2023,12,March
R1580,Rockit Pioneer,Valley,3/08/2023,9,March
R1580,Rockit Pioneer,Valley,3/08/2023,1,March
R1580,Rockit Pioneer,Valley,3/08/2023,8,March
R2919,Rockit Valley Road,Valley,3/08/2023,3,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2919,Rockit Valley Road,Valley,3/08/2023,0,March
R2946,Rockit Lowry Heretaunga,Omahu,3/08/2023,0,March
R2946,Rockit Lowry Heretaunga,Omahu,3/08/2023,0,March
R2946,Rockit Lowry Heretaunga,Omahu,3/08/2023,14,March
R2918,Rockit Lowry,Omahu,3/08/2023,0,March
R2918,Rockit Lowry,Omahu,3/08/2023,0,March
R2918,Rockit Lowry,Omahu,3/08/2023,0,March
R2918,Rockit Lowry,Omahu,3/08/2023,0,March
R2918,Rockit Lowry,Omahu,3/08/2023,42,March
R1936,Rockit Wharerangi,Puketapu,3/09/2023,0,March
R1936,Rockit Wharerangi,Puketapu,3/09/2023,0,March
R1936,Rockit Wharerangi,Puketapu,3/09/2023,0,March
R2879,Rockit Manzana,Puketapu,3/09/2023,0,March
R2879,Rockit Manzana,Puketapu,3/09/2023,0,March
R2879,Rockit Manzana,Puketapu,3/09/2023,0,March
R2879,Rockit Manzana,Puketapu,3/09/2023,0,March
R2886,Rockit Sim 2,Puketapu,3/09/2023,0,March
R2886,Rockit Sim 2,Puketapu,3/09/2023,1,March
R2901,Rockit Wharerangi 2,Puketapu,3/09/2023,0,March
R2901,Rockit Wharerangi 2,Puketapu,3/09/2023,0,March
R1149,Rockit Steel,Puketapu,3/09/2023,0,March
R1149,Rockit Steel,Puketapu,3/09/2023,0,March
R1149,Rockit Steel,Puketapu,3/09/2023,0,March
R1149,Rockit Steel,Puketapu,3/09/2023,0,March
R2925,Rockit Manzana 2,Puketapu,3/09/2023,0,March
R2925,Rockit Manzana 2,Puketapu,3/09/2023,0,March
R2925,Rockit Manzana 2,Puketapu,3/09/2023,4,March
R2945,Rockit Ormond,Napier,3/09/2023,0,March
R2945,Rockit Ormond,Napier,3/09/2023,0,March
R2945,Rockit Ormond,Napier,3/09/2023,0,March
R2945,Rockit Ormond,Napier,3/09/2023,0,March
R2712,Rockit Napier Road South (NRS),Napier,3/10/2023,0,March
R2775,Rockit Napier Road North (NRN),Napier,3/10/2023,0,March
R2775,Rockit Napier Road North (NRN),Napier,3/10/2023,0,March
R1639,Rockit Napier Road Central (NRC),Napier,3/10/2023,0,March
R1639,Rockit Napier Road Central (NRC),Napier,3/10/2023,0,March
R2776,Rockit Haumoana,Napier,3/10/2023,1,March
R2776,Rockit Haumoana,Napier,3/10/2023,1,March
R2776,Rockit Haumoana,Napier,3/10/2023,3,March
R2776,Rockit Haumoana,Napier,3/10/2023,2,March
R2447,Rockit Watson Road,Napier,3/10/2023,0,March
R2447,Rockit Watson Road,Napier,3/10/2023,0,March
R2917,Rockit Lawn Road,Napier,3/10/2023,0,March
R2917,Rockit Lawn Road,Napier,3/10/2023,0,March
R2917,Rockit Lawn Road,Napier,3/10/2023,0,March
R2917,Rockit Lawn Road,Napier,3/10/2023,0,March
R2917,Rockit Lawn Road,Napier,3/10/2023,1,March
R2917,Rockit Lawn Road,Napier,3/10/2023,0,March
R2329,Rockit Longlands,Bridge Pa,3/10/2023,0,March
